DATA,SPEI_1,SPEI_2,SPEI_3,SPEI_4,SPEI_5,SPEI_6,SPEI_7,SPEI_8,SPEI_9,SPEI_10,SPEI_11,SPEI_12,SPEI_13,SPEI_14,SPEI_15,SPEI_16,SPEI_17,SPEI_18,SPEI_19,SPEI_20,SPEI_21,SPEI_22,SPEI_23,SPEI_24,SPEI_25,SPEI_26,SPEI_27,SPEI_28,SPEI_29,SPEI_30,SPEI_31,SPEI_32,SPEI_33,SPEI_34,SPEI_35,SPEI_36,SPEI_37,SPEI_38,SPEI_39,SPEI_40,SPEI_41,SPEI_42,SPEI_43,SPEI_44,SPEI_45,SPEI_46,SPEI_47,SPEI_48
Jun1965,1.02223,0.62882,0.88187,0.74609,0.88318,1.13824,1.17494,1.17562,0.9726,1.17878,1.13686,1.27178,1.46685,1.45271,1.47342,1.43348,1.37528,1.36467,1.42805,1.417,1.52099,1.31773,1.25642,1.2232,1.09201,1.07451,1.08429,1.07036,1.03125,1.00459,1.06327,1.0317,1.02712,0.95376,0.93838,0.95668,0.95942,0.94059,0.96466,0.94221,0.935,0.93885,0.99731,1.00531,0.98746,1.01501,1.1032,1.13913
Jul1965,-0.43349,0.34233,0.17142,0.43757,0.41266,0.53008,0.72263,0.76798,0.78417,0.69663,0.96492,0.95932,1.09989,1.30304,1.29412,1.31954,1.28403,1.22955,1.22215,1.28349,1.27597,1.3892,1.20695,1.15836,1.12974,1.00709,0.99162,1.003,0.9915,0.95468,0.92981,0.98655,0.95691,0.95726,0.89113,0.88339,0.90426,0.90804,0.89026,0.91377,0.89204,0.88534,0.8895,0.94904,0.95718,0.94151,0.97074,1.06014
Aug1965,0.90317,0.46147,0.7523,0.64435,0.77302,0.72878,0.80045,0.93047,1.00353,1.01559,0.91895,1.10118,1.08197,1.19894,1.36482,1.35827,1.37914,1.34827,1.30116,1.29437,1.3528,1.34596,1.44007,1.27315,1.22236,1.19367,1.08075,1.06562,1.07448,1.06276,1.02855,1.00544,1.05478,1.02725,1.02519,0.96211,0.95033,0.96676,0.97007,0.95221,0.97216,0.95118,0.94411,0.94778,1.00391,1.011,0.99368,1.0192
Sep1965,0.88608,1.0403,0.72291,0.90301,0.82586,0.92465,0.88125,0.93163,1.02928,1.08388,1.08817,1.00885,1.14587,1.13358,1.23581,1.38217,1.37544,1.39183,1.36235,1.32011,1.31291,1.36678,1.35952,1.44402,1.29485,1.24258,1.21568,1.11104,1.09732,1.10498,1.09416,1.06233,1.04084,1.10053,1.07472,1.07114,1.0104,0.99724,1.01213,1.01443,0.99668,1.01432,0.99337,0.98608,0.98923,1.04266,1.04938,1.0321
Oct1965,0.68754,0.94396,1.04327,0.76674,0.91392,0.84157,0.92599,0.89061,0.936,1.02454,1.0842,1.08805,1.01762,1.13958,1.13224,1.22948,1.36577,1.35856,1.37289,1.34488,1.30547,1.2983,1.36428,1.3569,1.43757,1.29633,1.24681,1.21949,1.11851,1.10506,1.11199,1.10174,1.07125,1.05072,1.11379,1.08869,1.08425,1.02554,1.01144,1.02566,1.0276,1.00992,1.02705,1.00641,0.99932,1.00243,1.05775,1.06435
Nov1965,1.44063,1.03074,1.10611,1.14572,0.87447,0.99996,0.92522,0.99947,0.96136,1.00275,1.08582,1.14835,1.14916,1.07341,1.18458,1.175,1.2686,1.40018,1.39073,1.40348,1.37523,1.33612,1.32908,1.39881,1.39146,1.46809,1.32626,1.27464,1.24678,1.14632,1.13234,1.13879,1.12824,1.09785,1.07742,1.14062,1.11583,1.11003,1.0506,1.03439,1.04749,1.04901,1.03121,1.04786,1.02727,1.02009,1.02301,1.07825
Dec1965,2.10335,1.7858,1.22042,1.21015,1.22031,0.95797,1.06751,0.99009,1.05483,1.01458,1.05265,1.13167,1.1939,1.1933,1.11389,1.21658,1.20508,1.29504,1.42184,1.41174,1.42364,1.39542,1.35681,1.34968,1.42008,1.41255,1.48593,1.34573,1.29289,1.26466,1.16535,1.15112,1.15687,1.14607,1.11591,1.09568,1.15884,1.1344,1.12792,1.06813,1.05034,1.06236,1.06347,1.04568,1.06195,1.04156,1.03423,1.03711
Jan1966,1.01739,1.67305,1.70442,1.2766,1.22469,1.2363,0.97459,1.0781,1.00217,1.06529,1.02554,1.06275,1.14052,1.20199,1.20121,1.12106,1.22021,1.20992,1.30051,1.42695,1.416,1.42754,1.39924,1.3607,1.3535,1.42751,1.42019,1.49364,1.35256,1.29825,1.27055,1.17172,1.15693,1.16239,1.15092,1.12013,1.0998,1.16223,1.13782,1.1307,1.07068,1.0528,1.06403,1.06442,1.04683,1.06329,1.043,1.03597
Feb1966,-0.42434,0.25762,0.89324,1.25012,1.09409,1.12941,1.17294,0.92024,1.02545,0.95335,1.0176,0.98042,1.0175,1.09317,1.1522,1.15197,1.08036,1.18343,1.17928,1.27025,1.39668,1.38656,1.39847,1.37082,1.33313,1.32614,1.39974,1.39296,1.4681,1.33059,1.2793,1.25247,1.15449,1.13982,1.14543,1.13417,1.10365,1.08365,1.14553,1.12163,1.11539,1.05649,1.04021,1.05144,1.05236,1.03488,1.05129,1.03123
Mar1966,0.48899,0.12451,0.39335,0.80184,1.11203,1.05204,1.10066,1.16133,0.92186,1.01922,0.94778,1.0074,0.97306,1.01006,1.08308,1.13936,1.13942,1.07112,1.17423,1.17274,1.26202,1.3853,1.37581,1.3878,1.36059,1.32356,1.31681,1.38891,1.38222,1.45643,1.32229,1.27179,1.24545,1.14911,1.13427,1.13962,1.12855,1.09838,1.07846,1.14003,1.11664,1.11085,1.0527,1.03614,1.04669,1.04776,1.03072,1.04724
Apr1966,0.03779,0.27449,0.09923,0.28952,0.6112,0.88204,0.91723,1.01808,1.10107,0.87763,0.9733,0.9061,0.96453,0.93418,0.97115,1.04154,1.09442,1.09602,1.0349,1.14181,1.14454,1.23302,1.35495,1.34624,1.35891,1.33311,1.29709,1.29068,1.36001,1.3532,1.4274,1.29828,1.24965,1.22411,1.12992,1.11539,1.121,1.11034,1.08081,1.06122,1.12326,1.10018,1.09554,1.03905,1.02311,1.03396,1.03528,1.01842
May1966,-0.21167,-0.11131,0.08166,-0.02021,0.13163,0.39899,0.63238,0.72658,0.89364,1.00467,0.79902,0.89847,0.83651,0.89677,0.87095,0.90896,0.97913,1.03208,1.03536,0.98261,1.09478,1.10398,1.19293,1.31556,1.30775,1.32102,1.29564,1.26039,1.25429,1.32754,1.3213,1.39738,1.2704,1.22397,1.19904,1.10543,1.09079,1.09673,1.08649,1.05715,1.03768,1.10014,1.07723,1.07356,1.01807,1.00356,1.01467,1.01635
Jun1966,2.07944,1.76542,1.44103,1.32369,1.14208,1.1945,1.34392,1.47951,1.35702,1.28752,1.31899,1.11675,1.18339,1.116,1.1589,1.12705,1.15591,1.21659,1.26405,1.26273,1.19226,1.27333,1.26873,1.3463,1.45441,1.44514,1.45383,1.42872,1.39418,1.38789,1.45822,1.45173,1.51294,1.38326,1.32768,1.30006,1.21044,1.19493,1.19904,1.18824,1.15956,1.14056,1.20488,1.18311,1.17504,1.11757,1.09684,1.10423
Jul1966,-1.91723,-0.05393,-0.13665,-0.07906,0.0419,-0.01771,0.06196,0.22881,0.37744,0.48274,0.6765,0.80368,0.64597,0.74735,0.69647,0.75325,0.73419,0.77083,0.83706,0.88414,0.89046,0.85296,0.97054,0.99526,1.08504,1.20899,1.20346,1.21697,1.1944,1.16177,1.15722,1.22203,1.2173,1.29497,1.17936,1.14476,1.12446,1.03796,1.02464,1.03077,1.02133,0.99396,0.9761,1.03905,1.0181,1.01702,0.96761,0.95811
Aug1966,-0.62943,-1.39823,-0.41702,-0.43932,-0.38186,-0.27242,-0.29358,-0.22298,-0.08507,0.04691,0.17145,0.37704,0.54893,0.43343,0.54091,0.50544,0.56518,0.55301,0.5913,0.65461,0.70233,0.71049,0.69175,0.81635,0.85538,0.94794,1.07053,1.06877,1.08446,1.06482,1.0353,1.03197,1.0862,1.08273,1.16656,1.06508,1.04299,1.0268,0.9471,0.93509,0.94148,0.93337,0.90764,0.8913,0.94752,0.92805,0.92951,0.88698
Sep1966,1.83346,0.82161,-0.13378,0.57691,0.52543,0.51509,0.53209,0.47567,0.51315,0.62766,0.71427,0.76196,0.84881,0.94031,0.81589,0.88712,0.84558,0.88732,0.86734,0.89491,0.94607,0.99068,0.99307,0.95738,1.04806,1.0626,1.13536,1.23708,1.23291,1.24396,1.22472,1.19683,1.19281,1.25955,1.25578,1.32346,1.22367,1.19114,1.17183,1.09581,1.08275,1.08596,1.07637,1.05118,1.03505,1.08994,1.07142,1.06838
Oct1966,1.67349,1.95238,1.25863,0.45835,0.96495,0.90296,0.87365,0.87091,0.81234,0.83735,0.94346,1.00989,1.02301,1.06135,1.12255,1.0044,1.05929,1.01636,1.04759,1.0248,1.04724,1.09132,1.14442,1.14431,1.10073,1.17509,1.17781,1.23939,1.32902,1.32355,1.33225,1.31349,1.28671,1.28244,1.35526,1.35106,1.4097,1.31103,1.27229,1.25125,1.17769,1.16428,1.16654,1.15664,1.13215,1.11641,1.1743,1.15627
Nov1966,0.3276,1.61217,1.90511,1.22591,0.45373,0.9412,0.87987,0.85119,0.84827,0.79272,0.8174,0.92354,0.98833,1.00314,1.04462,1.10937,0.99382,1.04865,1.00548,1.03614,1.01385,1.03618,1.08017,1.1356,1.13578,1.09262,1.16751,1.17146,1.23354,1.3238,1.31808,1.32683,1.3081,1.28134,1.27715,1.34926,1.34535,1.40432,1.30584,1.26745,1.24647,1.1731,1.15975,1.16203,1.15222,1.12778,1.11207,1.16949
Dec1966,0.54576,0.41994,1.57182,1.86846,1.22181,0.48144,0.94667,0.88398,0.8531,0.84842,0.7942,0.81796,0.92203,0.98506,0.99929,1.04101,1.10655,0.99344,1.04693,1.00424,1.03432,1.01202,1.03392,1.07734,1.13286,1.13301,1.09042,1.16542,1.16977,1.2311,1.32067,1.31496,1.32337,1.30467,1.27812,1.274,1.34554,1.34187,1.40099,1.30305,1.26498,1.24398,1.17098,1.15768,1.15996,1.1503,1.12594,1.11038
Jan1967,0.4313,0.54979,0.44707,1.52682,1.83207,1.20141,0.47375,0.92775,0.8675,0.83803,0.83414,0.7805,0.80388,0.90642,0.96899,0.98495,1.02628,1.09515,0.98345,1.0372,0.99381,1.02395,1.00107,1.02258,1.06623,1.12371,1.12406,1.08146,1.15899,1.16426,1.2269,1.3172,1.31119,1.31953,1.30055,1.27365,1.2696,1.33979,1.33643,1.3956,1.29756,1.25965,1.23828,1.16461,1.15153,1.15403,1.14455,1.12043
Feb1967,1.18499,0.89998,0.91527,0.72758,1.57803,1.83115,1.24883,0.55203,0.97543,0.91526,0.88636,0.88037,0.82836,0.8494,0.94837,1.00587,1.01727,1.05364,1.11911,1.01061,1.06123,1.01794,1.04603,1.02293,1.04364,1.0859,1.14389,1.14413,1.10086,1.17592,1.17966,1.2405,1.32872,1.32236,1.33032,1.31149,1.28481,1.2809,1.351,1.34797,1.40577,1.30828,1.27,1.24812,1.17544,1.16226,1.16452,1.15504
Mar1967,1.11931,1.23795,1.08213,1.06545,0.91014,1.63121,1.84236,1.28453,0.63216,1.01692,0.95525,0.92438,0.91807,0.86998,0.88973,0.98358,1.03671,1.04364,1.07732,1.13968,1.03502,1.08239,1.03896,1.06453,1.04133,1.06138,1.10256,1.15985,1.15974,1.11544,1.18861,1.19013,1.24924,1.33603,1.32926,1.33692,1.31827,1.29189,1.28781,1.35791,1.35514,1.4121,1.31537,1.27609,1.25367,1.1816,1.1686,1.17091
Apr1967,1.08778,1.16967,1.26226,1.16807,1.15413,1.03562,1.66109,1.85431,1.31174,0.69903,1.05224,0.99145,0.96031,0.95387,0.90852,0.92659,1.01546,1.06527,1.06865,1.10037,1.15869,1.05831,1.10346,1.06,1.08379,1.06115,1.08022,1.12003,1.17606,1.1755,1.13056,1.20105,1.20014,1.25707,1.34225,1.33539,1.34274,1.32445,1.29857,1.29448,1.36593,1.36314,1.41924,1.32398,1.28388,1.26127,1.19015,1.17714
May1967,0.77254,0.99919,1.08376,1.17458,1.12073,1.13508,1.04133,1.59059,1.84027,1.31551,0.73448,1.06726,1.00795,0.97782,0.97176,0.92859,0.94637,1.03417,1.082,1.08445,1.11426,1.1713,1.07327,1.11627,1.07312,1.09621,1.07368,1.09236,1.13118,1.19119,1.19072,1.14457,1.21349,1.21065,1.26651,1.35136,1.34395,1.35107,1.33291,1.30703,1.30294,1.37613,1.37347,1.42896,1.33353,1.29289,1.26929,1.19804
Jun1967,1.42111,1.5032,1.51062,1.52255,1.6,1.55315,1.52184,1.42338,1.77722,1.89546,1.4358,0.90492,1.19864,1.13876,1.10587,1.09656,1.05344,1.06857,1.14847,1.19066,1.18189,1.20034,1.24984,1.15471,1.19276,1.15063,1.17007,1.14729,1.16423,1.20101,1.25817,1.25738,1.20829,1.26775,1.25942,1.31026,1.3903,1.38271,1.38901,1.37123,1.34601,1.34179,1.41507,1.41263,1.46355,1.36956,1.32825,1.30415
Jul1967,1.16689,1.53361,1.58691,1.57992,1.56781,1.59567,1.5745,1.55286,1.48142,1.75767,1.89744,1.49648,1.01026,1.27069,1.21137,1.17761,1.16567,1.12351,1.1369,1.21333,1.25211,1.23638,1.24824,1.29201,1.20078,1.23746,1.19586,1.21321,1.19143,1.20713,1.24206,1.29854,1.29765,1.24794,1.30208,1.29062,1.33746,1.41219,1.40417,1.40949,1.39209,1.36774,1.3635,1.44145,1.43912,1.48594,1.39469,1.3523
Aug1967,0.55703,0.85522,1.18755,1.25426,1.30999,1.34761,1.37466,1.36199,1.42965,1.38961,1.63132,1.8404,1.46026,1.03289,1.25915,1.21079,1.1816,1.17157,1.13537,1.14744,1.21992,1.25521,1.24079,1.25355,1.29223,1.20771,1.24171,1.20386,1.2198,1.1992,1.21353,1.24563,1.29105,1.29036,1.2478,1.29786,1.28674,1.32867,1.39759,1.39077,1.39566,1.37932,1.35681,1.35306,1.42089,1.41835,1.46289,1.38031
Sep1967,1.17099,0.98017,1.14515,1.35345,1.39512,1.43505,1.45434,1.47106,1.45414,1.49645,1.45969,1.63139,1.80278,1.507,1.14843,1.3398,1.2946,1.26558,1.25365,1.22031,1.22929,1.29558,1.32471,1.3074,1.3154,1.33985,1.26212,1.29016,1.25551,1.26914,1.25034,1.26286,1.29177,1.35229,1.35188,1.30945,1.35466,1.34041,1.37877,1.44251,1.43547,1.4388,1.42296,1.40121,1.39731,1.45944,1.45706,1.49775
Oct1967,1.31606,1.41277,1.2134,1.31535,1.4694,1.49344,1.52229,1.54249,1.55601,1.53853,1.59152,1.55332,1.68541,1.82493,1.55783,1.23507,1.40363,1.35925,1.32977,1.31682,1.28532,1.29241,1.3692,1.39498,1.37331,1.37632,1.39322,1.3166,1.33991,1.30664,1.31851,1.30042,1.31176,1.33871,1.4054,1.40454,1.36132,1.40187,1.3839,1.41919,1.4796,1.47285,1.47602,1.46079,1.43979,1.43594,1.50182,1.49936
Nov1967,0.85844,1.38207,1.43473,1.2354,1.32976,1.47758,1.49698,1.52272,1.53967,1.55197,1.5356,1.59448,1.5556,1.68705,1.82727,1.56315,1.24496,1.41128,1.36584,1.336,1.32292,1.2917,1.29891,1.37905,1.40491,1.38211,1.38483,1.40117,1.32482,1.34824,1.31455,1.32622,1.30808,1.31929,1.34614,1.41244,1.41183,1.36837,1.4082,1.38951,1.42435,1.48449,1.47789,1.48094,1.46573,1.44465,1.44077,1.5062
Dec1967,2.59754,1.45514,1.56823,1.5229,1.32312,1.40519,1.53566,1.54976,1.56986,1.58489,1.59607,1.57958,1.63889,1.60016,1.72174,1.85323,1.59081,1.27986,1.43978,1.39432,1.36434,1.35083,1.31991,1.3267,1.40737,1.43242,1.4074,1.40905,1.42233,1.34639,1.36895,1.33533,1.34618,1.32794,1.33873,1.36509,1.43148,1.43106,1.38748,1.42543,1.40517,1.43894,1.49844,1.49174,1.49471,1.47946,1.4586,1.45475
Jan1968,1.86222,2.49795,1.7491,1.72104,1.58505,1.39089,1.46217,1.58211,1.59307,1.61036,1.62461,1.63595,1.6199,1.67987,1.64158,1.75306,1.87906,1.61542,1.30937,1.46647,1.41981,1.38912,1.3752,1.34424,1.35081,1.43541,1.4607,1.4332,1.43371,1.443,1.36726,1.38942,1.3554,1.36573,1.34718,1.35757,1.38385,1.44917,1.44914,1.4043,1.44081,1.41842,1.45109,1.50972,1.50299,1.5058,1.49063,1.46987
Feb1968,1.98374,2.05554,2.41853,2.03069,1.85383,1.64715,1.47197,1.52557,1.62768,1.63331,1.64526,1.65641,1.66705,1.65205,1.71032,1.67295,1.7734,1.89036,1.63834,1.3462,1.49648,1.45015,1.41942,1.40538,1.37512,1.38124,1.46633,1.491,1.46184,1.4606,1.46671,1.39163,1.41253,1.37854,1.38825,1.36985,1.37983,1.40571,1.47129,1.47157,1.42621,1.46073,1.43672,1.46781,1.52527,1.51825,1.52082,1.50577
Mar1968,2.07279,2.19045,2.31083,2.51897,2.26686,2.045,1.72622,1.55303,1.59452,1.68374,1.68179,1.69064,1.69941,1.70757,1.69373,1.75174,1.7173,1.80648,1.91621,1.6681,1.38714,1.52936,1.48413,1.45381,1.43967,1.40984,1.41558,1.49977,1.52356,1.49179,1.48892,1.491,1.41643,1.43667,1.4026,1.41176,1.3935,1.40319,1.42839,1.49452,1.49505,1.44921,1.48218,1.45565,1.48542,1.54192,1.53452,1.53679
Apr1968,2.11993,2.25712,2.35302,2.45638,2.58849,2.47794,2.24337,1.83042,1.64325,1.6734,1.74565,1.73876,1.74327,1.74779,1.75454,1.74059,1.79563,1.76356,1.84245,1.94316,1.70184,1.43521,1.56874,1.52498,1.49583,1.48251,1.45357,1.45887,1.54099,1.56307,1.52841,1.52419,1.52016,1.44683,1.46621,1.4325,1.44092,1.42296,1.43223,1.45663,1.52515,1.52561,1.47959,1.51068,1.48127,1.50919,1.56435,1.55682
May1968,1.34118,1.83963,2.01688,2.17046,2.27198,2.43488,2.32381,2.22812,1.88261,1.69162,1.71524,1.78417,1.77386,1.77624,1.7784,1.78373,1.77082,1.82805,1.79749,1.87055,1.96871,1.72933,1.46925,1.59819,1.55526,1.52602,1.51253,1.48416,1.48924,1.5781,1.60012,1.5626,1.55668,1.54863,1.47461,1.49384,1.45959,1.46747,1.44961,1.45856,1.48276,1.55399,1.55461,1.50719,1.53705,1.5058,1.5319,1.58623
Jun1968,0.44926,0.97636,1.382,1.57657,1.77022,1.92592,2.0498,2.02133,1.99778,1.76144,1.61945,1.65713,1.72914,1.72502,1.73136,1.7366,1.7433,1.72951,1.77246,1.74391,1.82193,1.92638,1.7044,1.4503,1.57729,1.53657,1.50698,1.4941,1.46619,1.47156,1.55277,1.57446,1.53899,1.53169,1.52558,1.45303,1.47256,1.43975,1.44769,1.43029,1.43887,1.46223,1.53204,1.53271,1.48766,1.51652,1.48916,1.51464
Jul1968,-0.59174,-0.1355,0.30504,0.72443,0.93899,1.07596,1.20159,1.32854,1.33339,1.4881,1.48706,1.39819,1.44016,1.53454,1.53649,1.55028,1.55872,1.56654,1.55686,1.59692,1.5724,1.66621,1.79571,1.58733,1.33802,1.47224,1.43212,1.40443,1.39255,1.36588,1.37201,1.44885,1.47069,1.44279,1.44192,1.44481,1.37667,1.3968,1.36529,1.37363,1.3568,1.36537,1.38827,1.46044,1.46113,1.42035,1.45223,1.43065
Aug1968,-1.66381,-1.35203,-1.08678,-0.74449,-0.37066,-0.10428,0.05294,0.17507,0.33154,0.3777,0.64985,0.86121,0.85589,0.9449,1.06913,1.09295,1.12103,1.13983,1.15732,1.15236,1.19069,1.17275,1.30417,1.47652,1.29624,1.05923,1.20151,1.16812,1.14597,1.13739,1.11381,1.12135,1.18414,1.20675,1.19995,1.21471,1.24051,1.18041,1.20437,1.17597,1.18607,1.17086,1.18043,1.20393,1.26271,1.26337,1.23292,1.27448
Sep1968,0.45496,-0.99615,-0.97395,-0.76166,-0.4811,-0.17109,0.04746,0.1757,0.27823,0.41546,0.45249,0.68058,0.85464,0.8586,0.93947,1.05241,1.07398,1.09929,1.11553,1.13125,1.12612,1.16302,1.14625,1.26906,1.43244,1.26508,1.04742,1.1785,1.14868,1.12868,1.12144,1.09972,1.10685,1.18039,1.20219,1.19674,1.21284,1.23977,1.18318,1.20613,1.17863,1.18747,1.17249,1.18144,1.20392,1.25791,1.25867,1.23021
Oct1968,0.3437,0.48983,-0.74634,-0.78963,-0.61718,-0.37663,-0.11333,0.07474,0.18842,0.28246,0.41186,0.44891,0.66378,0.82555,0.83632,0.91554,1.02354,1.0438,1.06724,1.08231,1.09744,1.09238,1.1394,1.12324,1.24255,1.40178,1.24415,1.03486,1.15955,1.13113,1.11196,1.10544,1.08474,1.09177,1.16811,1.18906,1.18433,1.20122,1.22877,1.17413,1.19675,1.16986,1.17882,1.16422,1.17319,1.19538,1.25174,1.25254
Nov1968,-0.21645,0.1552,0.39714,-0.73762,-0.7789,-0.61825,-0.39039,-0.14006,0.04144,0.15249,0.24347,0.36918,0.4064,0.61857,0.78445,0.80206,0.88302,0.99201,1.01225,1.03596,1.05172,1.06721,1.06262,1.11174,1.09608,1.21731,1.3795,1.22376,1.01486,1.14064,1.1123,1.09346,1.08719,1.0667,1.07393,1.1494,1.17068,1.16685,1.18467,1.21361,1.15928,1.18225,1.15544,1.16454,1.15008,1.15913,1.18141,1.23713
Dec1968,-0.47801,-0.37696,0.03462,0.33286,-0.72377,-0.76563,-0.61256,-0.39659,-0.15863,0.01484,0.122,0.21021,0.33264,0.36963,0.57923,0.74785,0.77139,0.85297,0.9618,0.9825,1.00674,1.02267,1.03834,1.03409,1.083,1.06775,1.19014,1.35448,1.2019,0.99481,1.1204,1.09244,1.07377,1.06768,1.04746,1.0548,1.12932,1.15069,1.14804,1.16663,1.1969,1.14295,1.16619,1.13949,1.14877,1.13454,1.14363,1.16605
Jan1969,-1.16129,-0.86676,-0.69293,-0.24188,0.1401,-0.80311,-0.83199,-0.69047,-0.48528,-0.25113,-0.07701,0.02959,0.11817,0.23892,0.27692,0.49393,0.67074,0.7047,0.79038,0.90307,0.92495,0.95089,0.96758,0.98357,0.97964,1.02951,1.01464,1.14311,1.31521,1.16404,0.95641,1.08547,1.0573,1.03878,1.03237,1.01163,1.01932,1.0926,1.1145,1.11315,1.13397,1.16744,1.11335,1.13679,1.11029,1.12017,1.10622,1.11587
Feb1969,-1.03474,-1.1524,-0.98074,-0.85757,-0.44154,-0.01205,-0.86255,-0.87451,-0.73423,-0.53389,-0.3033,-0.12977,-0.02473,0.06221,0.18061,0.21892,0.43429,0.61495,0.65601,0.74241,0.85523,0.87797,0.90437,0.92163,0.93807,0.93447,0.98374,0.96961,1.10009,1.2748,1.12858,0.92284,1.05201,1.02421,1.0062,1.00018,0.97971,0.98768,1.06011,1.08235,1.08261,1.10499,1.14127,1.08773,1.1119,1.08555,1.09561,1.08191
Mar1969,-0.96307,-1.02075,-1.09726,-1.00133,-0.93359,-0.63496,-0.21944,-0.90664,-0.90805,-0.77942,-0.59483,-0.38283,-0.21668,-0.11418,-0.03054,0.08103,0.11847,0.3307,0.51858,0.5708,0.6598,0.774,0.79722,0.82392,0.84247,0.85998,0.8575,0.90472,0.89144,1.02486,1.20505,1.065,0.862,0.99225,0.96506,0.9477,0.94248,0.92252,0.93062,1.00169,1.02433,1.02743,1.05256,1.09273,1.03993,1.06517,1.03941,1.05029
Apr1969,-1.20504,-1.10272,-1.12611,-1.1746,-1.0928,-1.04034,-0.80698,-0.42687,-0.98234,-0.96998,-0.8477,-0.67475,-0.47471,-0.31175,-0.2121,-0.13054,-0.02322,0.01543,0.2231,0.41732,0.47965,0.5711,0.68761,0.71093,0.73846,0.75872,0.77685,0.77525,0.82045,0.80836,0.94428,1.12846,0.99544,0.79515,0.92658,0.90037,0.88433,0.88015,0.86097,0.86939,0.93971,0.9625,0.9686,0.99681,1.04096,0.98977,1.016,0.99066
May1969,-0.77876,-1.06825,-1.05219,-1.08566,-1.13066,-1.06867,-1.02556,-0.83922,-0.52126,-0.9951,-0.98213,-0.87097,-0.71087,-0.52435,-0.36851,-0.27283,-0.19452,-0.09125,-0.05277,0.14997,0.34365,0.41325,0.50626,0.62233,0.64614,0.6752,0.69661,0.7155,0.7144,0.76024,0.74905,0.88686,1.07452,0.9453,0.74657,0.87886,0.85291,0.83762,0.83426,0.81557,0.82421,0.89415,0.91731,0.92528,0.95559,1.00306,0.95234,0.97947
Jun1969,-1.45186,-1.38877,-1.42543,-1.31468,-1.31417,-1.33429,-1.26871,-1.21891,-1.05272,-0.76698,-1.13657,-1.10707,-1.00538,-0.85815,-0.68493,-0.53442,-0.44259,-0.36568,-0.26438,-0.2238,-0.02674,0.17291,0.25334,0.3533,0.47386,0.50108,0.53308,0.55743,0.57805,0.57841,0.62123,0.61222,0.7551,0.94672,0.83045,0.63924,0.77173,0.74755,0.73447,0.73304,0.71555,0.72482,0.79204,0.81572,0.82803,0.86283,0.91717,0.87002
Jul1969,-0.14239,-0.89057,-0.99855,-1.11506,-1.10184,-1.12304,-1.15933,-1.10501,-1.06967,-0.93296,-0.69622,-1.04802,-1.03228,-0.94307,-0.80772,-0.65036,-0.514,-0.42921,-0.35956,-0.26435,-0.22695,-0.04283,0.14199,0.22247,0.32154,0.43622,0.46423,0.4962,0.52165,0.54241,0.54344,0.58605,0.57794,0.71777,0.90551,0.79868,0.61699,0.74533,0.7222,0.70937,0.70768,0.69094,0.70025,0.76794,0.79117,0.80378,0.83894,0.89354
Aug1969,0.27091,0.09238,-0.36141,-0.51255,-0.68066,-0.75949,-0.80784,-0.86033,-0.84527,-0.83768,-0.73073,-0.55218,-0.88979,-0.89397,-0.81035,-0.68751,-0.54278,-0.42124,-0.34484,-0.28204,-0.19043,-0.15872,0.01456,0.18,0.25892,0.35398,0.45906,0.48512,0.51436,0.53886,0.55908,0.56041,0.6006,0.59265,0.72267,0.89967,0.80167,0.63146,0.75302,0.73023,0.71709,0.71531,0.69903,0.70796,0.77224,0.79394,0.80432,0.83809
Sep1969,0.55178,0.41485,0.28492,-0.11892,-0.24196,-0.40808,-0.50895,-0.56989,-0.62757,-0.61316,-0.61472,-0.52344,-0.37718,-0.73637,-0.75967,-0.68441,-0.56697,-0.42866,-0.31479,-0.24357,-0.18459,-0.0945,-0.06607,0.0928,0.24169,0.31663,0.40226,0.49973,0.52449,0.55123,0.57338,0.5917,0.59267,0.63687,0.629,0.75212,0.92032,0.82687,0.66337,0.77977,0.75733,0.74361,0.74097,0.72488,0.73325,0.79557,0.81646,0.82621
Oct1969,1.69215,1.30788,0.99423,0.79845,0.42003,0.29248,0.11945,-0.02051,-0.10216,-0.17297,-0.17176,-0.19098,-0.12226,-0.02185,-0.40916,-0.46132,-0.39649,-0.2877,-0.16218,-0.0646,-0.00099,0.05126,0.13626,0.15844,0.29999,0.42917,0.4893,0.56359,0.64955,0.66882,0.6904,0.70841,0.72398,0.72397,0.77171,0.7629,0.87316,1.02705,0.93011,0.77205,0.88026,0.85716,0.8427,0.83859,0.82243,0.82992,0.89392,0.91354
Nov1969,0.56837,1.6824,1.29817,0.99341,0.8038,0.43793,0.31494,0.14888,0.01337,-0.06513,-0.13452,-0.13469,-0.15451,-0.09191,0.00201,-0.37553,-0.42968,-0.36791,-0.26229,-0.14115,-0.04663,0.01491,0.06564,0.14881,0.17022,0.30892,0.43532,0.495,0.56812,0.65292,0.67214,0.69367,0.71144,0.727,0.72704,0.77456,0.76589,0.87515,1.02813,0.93143,0.77419,0.88169,0.85856,0.84415,0.84011,0.82405,0.83145,0.89509
